Codigo,Prateleira,Autor,Titulo,Cidade,Editora,Ano Publicação,Genero,Origem,Quantidade Volumes
12636,Ficção,"Gomes, Helena",Tristão e Isolda,São Paulo,B & V,2011,Ficção,Governo,1
12675,Lit. Inf. Juvenil,"Nicolelis, Giselda Laporta",Macapacarana,São Paulo,Atual,2007,Lit. Inf  Juvenil,,1
12685,Romance,"Azevedo, Aluísio","Cortiço, O",São Paulo,Saraiva,2008,Romance,Doacao,1
12998,Lit. Inf. Juvenil,"Veneza, Maurício","Roda do Vento, A",Rio de Janeiro,Record,2012,Lit. Inf  Juvenil,Governo,1
13001,Lit. Inf. Juvenil,"Lorca, Federico Garcia",Meu Coração é tua Casa,São Paulo,Comboio de Cordas,2007,Lit. Inf  Juvenil,Governo,1
13003,Ficção,Mary Shelley,"Mistério da imortalidade, O ",São Paulo,Base,2009,Lit. Inf  Juvenil,,1
13010,Coleção,"Lobato, Monteiro","Reforma da Natureza, A",São Paulo,Globo Kids,2012,Lit. Inf  Juvenil,Governo,1
13030,Contos,"Cony, Carlos Heitor",Histórias de Bichos,São Paulo,Ática,2013,Contos,Governo,1
13031,Lit. Inf. Juvenil,"Bagno, Marcos ","Tempo escapou do relógio, O",Curitiba,Piá,2012,Lit. Inf  Juvenil,Governo,1
13035,Ficção,"Bagno, Marcos","Memórias de Eugênia, As",Curitiba,Posigraf,2012,Lit. Inf  Juvenil,Governo,1
13038,Lit. Inf. Juvenil,"Melville, Herman ",Moby Dick,São paulo ,Moitará,2012,Lit. Inf  Juvenil,Governo,1
13054,Lit. Inf. Juvenil,"Moravia, Alberto",Historia da Pré-historia,São Paulo,34,2003,Lit. Inf  Juvenil,Governo,1
13058,Romance,"Oz, Amós","De repente, nas profundezas do bosque",São Paulo,Cia das Letras,2007,Romance,Governo,10
13066,Lit. Inf  Juvenil,"Dahl, Roald","Fantástica Fábrica de Chocolate, A ",São Paulo,Martins Fontes,2011,Lit. Inf  Juvenil,Governo,1
13075,Ficção,"Hoffmann, E. T. A.",Quebra-Nozes & Camundongo Rei,São Paulo,Berlendis & Vertecchia,2011,Ficção,Governo,1
13115,Lit. Inf. Juvenil,"Dill, Luís",Todos contra Dante,São Paulo,Cia das Letras,2008,Lit. Inf  Juvenil,Governo,1
13142,Lit. Inf. Juvenil,Índigo,"Menino que queria voar, O",Cajamar,Escala Integrada,2010,Lit. Inf  Juvenil,Governo,1
13143,Lit. Inf. Juvenil,"Junqueira, Sonia",No lugar do coração,São Paulo,Callis,2012,Lit. Inf  Juvenil,Governo,1
13160,Lit. Inf. Juvenil,"Veloso, Gil","Menino Arteiro, O",São Paulo,Dedo de Prosa,2011,Lit. Inf  Juvenil,Governo,1
13179,Lit. Inf. Juvenil,"Ganem, Eliane","Caso do Elefante Dourado, O",Rio de Janeiro,Verus,2012,Lit. Inf  Juvenil,Governo,1
13190,Lit. Inf. Juvenil,"Silveira José, Maria","Trágica escolha de Lupicío João, A ",São Paulo,Scipione,2013,Lit. Inf  Juvenil,Governo,1
13221,Leitura Permanente,"Prieto, Heloisa","Loira do banheiro, A ",São Paulo,Ática,2008,Ficção,Governo,8
13222,Ficção,"Prieto, Heloisa","Loira do banheiro e outras Histórias, A ",São Paulo,Ática,2008,Ficção,Governo,1
13256,Ficção,"Tortosa, Ana","Caminho de Casa, A",São Paulo,Jogos de Amarelinhas,2012,Lit. Inf  Juvenil,Governo,1
13301,Ficção,"Garcia-Roza, Livia","Caderno de Liliana, O",São Paulo,Cia das Letrinhas,2011,Ficção,Governo,1
13308,Lit. Inf. Juvenil,"Moraes  Odilon,",Rosa,Curitiba,Olho de vidro,2017,Lit. Inf  Juvenil,Governo,1
13309,Lit. Inf. Juvenil,"Ladeira Godoy, de Julieta","Mil e uma noites, As",São Paulo,Scipione,1997,Lit. Inf  Juvenil,Governo,1
13321,Lit. Inf. Juvenil,"Ladeira Godoy, de Julieta","Mil e uma noites, As",São Paulo,Scipione,1997,Lit. Inf  Juvenil,Governo,1
13344,Lit. Inf. Juvenil,"Stevenson, Robert Louis","Ilha do Tesouro, A",São Paulo,Cia Ed. Nacional,2004,Lit. Inf  Juvenil,Governo,1
13390,Diversos,"Joly, Fernand","Cartografia, A",Campinas,Papirus,1990,Cartografia,Governo,1
13462,Lit. Inf. Juvenil,"Berman, Marshall",Tudo que é sólido desmancha no ar,São Paulo,Cia de Bolso,2007,Lit. Inf  Juvenil,Governo,1
13465,Ficção,"Wells, H.G.","Máquina do Tempo, A",Rio de Janeiro,Objetiva,2010,Ficção,Doacao,1
13468,Teatro,"Heliodora, Barbara","Teatro explicado  aos  meus  filhos, O ",Rio de Janeiro,Agir,2008,Historia Teatro,Governo,1
13475,Romance,"Alencar, José de","Ermitão da Glória, O",São Paulo,Noovha,2008,Romance,Governo,1
13484,Lit. Inf. Juvenil,"Jatobá, Roniwalter",Rios Sedentos,São Paulo,Nova Alexandria,2006,Lit. Inf  Juvenil,Governo,1
13489,Lit. Inf. Juvenil,"Lisboa, Elizete","Bruxa mais velha do mundo, A",São Paulo,Paulinas,2008,Lit. Inf  Juvenil,Governo,1
13536,Lit. Inf. Juvenil,"Coelho, Marcelo","Professora de Desenho, A",São Paulo,Cia das Letrinhas,2011,Lit. Inf  Juvenil,Governo,1
13623,Ficção,"Asimov, Isaac",Eu robô,São Paulo,Aleph,2014,Ficção,Governo,1
13627,Ficção,"Asimov, Isaac",Eu robô,São Paulo,Aleph,2014,Ficção,Governo,1
13637,Lit. Inf. Juvenil,"Lima, Aristides  Fraga","Pequenos jangadores, Os ",São Paulo,Ática,2000,Lit. Inf  Juvenil,Governo,1
13638,Diversos,"Puntel,  Luiz","Grito do Hip Hop, O ",São Paulo,Ática,2004,Novela,Governo,1
13639,Lit. Inf. Juvenil,"Drewnick, Raul","Noite dos quatro furacoes, A",São Paulo,Ática,2005,Lit. Inf  Juvenil,Doacao,1
13644,Lit. Inf. Juvenil,"Drewnick, Raul","Preço da coragem, O ",São Paulo,Ática,2000,Lit. Inf  Juvenil,Governo,1
13648,Ficção,"Aquino, Marçal",Turma da rua quinze O,São Paulo,Ática,2015,Ficção,Governo,1
13649,Diversos,"Duarte, Marcelo",Deu a Louca no Tempo,São Paulo,Ática,2015,Novela,Governo,1
13650,Ficção,"Modesto, Edith",Manobra radical O,São Paulo,Ática,2017,Ficção,Doacao,1
13652,Lit. Inf  Juvenil,"Almeida, Lúcia Machado de,",Aventuras de xisto O,São Paulo,Ática,2017,Viagens maritmas,Governo,1
13653,Diversos,"Franco, Silvia Cintra",Confusões & Calafrios,São Paulo,Ática,2016,Novela,Governo,1
13655,Diversos,Jaf   Ivan,"Supertênis, O ",São Paulo,Ática,2016,Novela Brasil,Governo,1
13656,Lit. Inf. Juvenil,"Rezende Filho, José",Tônico e Carniça,São Paulo,Ática,2017,Lit. Inf  Juvenil,Governo,1
13662,Lit. Inf. Juvenil,"Stevenson, Robert Louis","Ilha do Tesouro, A",São Paulo,do Brasil,2018,Lit. Inf  Juvenil,Governo,1
13665,Lit. Inf. Juvenil,"Jaf, Ivan","Robô que virou gente, O",São Paulo,Ática,2016,Lit. Inf  Juvenil,Doacao,1
13671,Contos,"Grimm, Jacob e Wilhelm",João e Maria,Rio de Janeiro,Nova Fronteira,2013,Contos,Governo,1
13676,Lit. Inf. Juvenil,"Mallory, Sir Thomas","Rei Artur e os Cavaleiros da Távola Redonda, O",São Paulo,Scipione,1997,Lit. Inf  Juvenil,Governo,1
13678,Lit. Inf  Juvenil,Ondjaki,"Escuridão Bonita, Uma ",Rio de Janeiro,Palhas,2013,Lit. Inf  Juvenil,Governo,1
13682,Romance,"Condé, Maryse","Eu, Tituba",Rio de Janeiro,Rosa dos Tempos,2021,Romance,Governo,1
13683,Lit. Inf. Juvenil,"Rosa, Allan da",Zumbi Assombra Quem?,São Paulo,Nós,2017,Lit. Inf  Juvenil,Governo,1
13742,Lit. Inf. Juvenil,"Mierswa, Annette",Lola e Ervilha,São Paulo,Comboio de Cordas,2018,Lit. Inf  Juvenil,Governo,1
13743,Lit Inf. Juvenil,"Brecht, Bertolt","Tubarões fossem homens, Se os ",Curitiba,Olho  de vidro,2018,Literatura Alemã,Governo,1
13750,Diversos,"Cartelle, Cástor",Meninos da Planície,Belo Horizonte,Compor,2018,Novela,Governo,1
13757,Ficção,"Vassalho, Márcio",No fundo de doze histórias,São Paulo,Texto Editores,2020,Ficção,Governo,1
13758,Diversos,"Cunha, Marcelo Carneiro da",Filhos de peixe,Porto Alegre,Projeto,2018,Novela,Governo,1
13760,Lit. Inf. Juvenil,"Parreiras, Ninfa",Com fio,São Paulo,Domo 72,2018,Lit. Inf  Juvenil,Governo,1
13763,Lit. Inf  Juvenil,"Pizaia, Cassiana","Layia, a menina  Síria",São Paulo,do Brasil,2018,Lit. Inf  Juvenil,Governo,1
13768,Lit Inf. Juvenil,"Carneiro, Flávio",Prezado  Ronaldo,São Paulo,Moitará,2018,Lit. Inf  Juvenil,Governo,1
13773,Lit. Inf. Juvenil,"Araujo,  Leusa","Manuel, Felisberto e o peixe prateado de Borge            ",São Paulo,SEI,2018,Lit. Inf  Juvenil,Governo,1
13777,,Ondjaki,"Minha rua, Os da ",Rio de Janeiro,Lingua Geral,2021,Contos,Governo,1
13782,Lit. Inf  Juvenil,"Almeida, Joaquim de","Adinkra, meu pai...",São Paulo,Salamandra,2017,Lit. Inf  Juvenil,Governo,1
13793,Lit. Inf. Juvenil,Liao. Jimmy,"Noite  muito, muito estrelada Uma ",São Paulo,Rodopio,2018,Lit. Inf  Juvenil,Governo,1
13797,Lit. Inf. Juvenil,"Reis, Keka","Dia em que Minha Vida Mudou, O ",Rio de Janeiro,Fontanar,2018,Lit. Inf  Juvenil,Governo,1
13803,Ficção,"Andrade de Melo, Tiago","Gato Xadrez, O  ",Porto Alegre,Edelbra,2018,Ficção,Governo,1
13804,Ficção,"Prieto, Heloisa",Andarilhas,São Paulo,Comboio de Corda,2018,Ficção,Governo,1
13809,Lit. Inf. Juvenil,"Emediato, Luiz Fernando",Eu vi mamãe nascer,São Paulo,Jardim dos Livros,2018,Lit. Inf  Juvenil,Governo,1
13810,Lit. Inf. Juvenil,"Das, Amrita","Esperança é uma menina que vende frutas, A",Paranaguá,A Pagina Store,2021,Lit. Inf  Juvenil,Governo,1
13833,Lit. Inf. Juvenil,"Cruz, Nelson","Escritor na Capela, Um",São Paulo,Comboio de Corda,2018,Lit. Inf  Juvenil,Governo,1
13834,Ficção,"Camargos, Marcia e Carla Caruso","Diálogos de Samira, por dentro da Guerra Síria",São Paulo,Avalia Educacional,2018,Ficção,Governo,1
13842,Lit Inf. Juvenil,"Neiva, Lia","Gata do rio Nilo, A ",São Paulo,Globo Livros,2018,Lit. Inf  Juvenil,Governo,1
13843,Lit. Inf. Juvenil,"Rey, Marcos","Rapto do Menino de Ouro, O",Curitiba,A página,2018,Lit. Inf  Juvenil,Governo,1
13852,Lit. Inf. Juvenil,"D´ Adamo, Francesco","Histórias de lqbal, A",São Paulo,Martins Fontes,2016,Trabalho Infantil,Governo,1
13855,Diversos,"Esteves, Daniel","Luta contra Canudos, A ",São Paulo,Nemo,2018,HQ,Governo,1
13860,Romance,"Martins, Penélope ",Minha vida não é cor de rosa ,São Paulo,do Brasil,2018,ficção,Governo,1
13867,Ficção,,"Sobrinha  do  poeta, A ",São Paulo,Globo Livros,2018,Lit. Inf  Juvenil,Governo,1
13868,Lit Inf. Juvenil,"Campos, Vinicius","Amor  nos tempos do Blog, O ",São Paulo,Reviravolta,2018,Lit. Inf  Juvenil,Governo,1
13872,Lit. Inf  Juvenil,"Acioli, Socorro","Emília, uma biografia não autorizada",Rio de Janeiro,CJT,2018,Lit. Inf  Juvenil,Governo,1
13876,Lit. Inf. Juvenil,"Phelps, Johnston Ethel",Chapeuzinho Esfarapado,São Paulo,Apágina store,2018,Lit. Inf  Juvenil,Governo,1
13879,Lit. Inf. Juvenil,"Carvalho, Carlos Alberto de","Amores de Perseu, Os ",São Paulo,Universo Dos Livros,2018,,Governo,1
13881,Lit. Inf. Juvenil,"Penido, Bruno Lima",Mordidas por dentro,São Paulo,Instante,2018,Lit. Inf  Juvenil,Governo,1
13883,Lit. Inf. Juvenil,"Jaf, Ivan","Grande Assembléia dos Bichos Pestilentos e Peçonhentos, A",São Paulo,Trioleca,2018,Lit. Inf  Juvenil,Governo,1
13884,Lit. Inf. Juvenil,"Aguiar, Luiz Antonio","Mundo é dos Canários, O",São Paulo,Ática,2018,Lit. Inf  Juvenil,Governo,1
13888,Lit. Inf. Juvenil,"Ramos, Graciliano",Alexandre  e outros  heróis,Rio de Janeiro,Record,2005,Lit. Inf  Juvenil,Governo,1
13891,Ficção,"Wierzchowski, Letícia",Cristal Polonês,Rio de Janeiro,Bertrand Brasil,2018,Ficção,Governo,1
13894,Lit. Inf. Juvenil,Helfand,Nelson Mandela,São Paulo,JC,2018,Lit. Inf  Juvenil,Governo,1
13895,Lit. Inf. Juvenil,Homero,"Ilíada e a Guerra de Troia, A",São Paulo,Farol Literário,2018,Lit. Inf  Juvenil,Governo,1
13897,Ficção,"Cony, Carlos Heitor","Mistério da coroa imperial, O  ",Rio de Janeiro,Petra,2017,Ficção,Governo,1
13899,Lit. Inf. Juvenil,"Savary, Flávia","Jornada entre dois mundos, Uma",Curitiba,Champagnat,2018,Lit. Inf  Juvenil,Governo,1
13907,Contos,"Barreto, Antonio",Livro das Simpatias,Belo Horizonte,Baobá,2018,Contos,Governo,1
13909,Ficção,"Cony, Carlos Heitor","Mistério da coroa imperial, O  ",Rio de Janeiro,Petra,2017,Ficção,Governo,1
13910,Lit. Inf  Juvenil,"Oliveira, Alaíde Lisboa de ","Simbad, o Marujo",São Paulo,Peirópolis,2014,Lit. Inf  Juvenil,Governo,1
13911,Lit. Inf. Juvenil,"Xavier, Marcelo",Apática,São José dos Campos,Maxprint,2018,Lit. Inf  Juvenil,Governo,1
13915,Lit. Inf. Juvenil,"Hébert Francine, Marie",Nenhum peixe aonde ir ,São Paulo,Moitorá,2018,Lit. Inf  Juvenil,Governo,2
13916,Lit. Inf  Juvenil,"Vilela, Fernando",Seringal uma aventura amazônica,São Paulo,DMR,2018,Lit. Inf  Juvenil,Doacao,1
13918,Lit. Inf. Juvenil,"Brandão de Loyola , Ignácio","Olhos cegos dos cavalos loucos, Os",São Paulo,Sieduc,2018,Lit. Inf  Juvenil,Governo,1
13919,Diversos,"Vetillo, Eduardo","Aventuras de Mark Twain e Tom Sawyer, As",São Paulo,Saraiva,2018,HQ,Governo,1
13920,Lit. Inf. Juvenil,"Dami, Luciano",Rapunzel,São Paulo,Carochinha,2018,Lit. Inf  Juvenil,Governo,1
13923,Lit. Inf. Juvenil,"Lessa, Orígenes",Confissões de um vira-lata,Curitiba,A Pagina,2018,Lit. Inf  Juvenil,Governo,1
13929,Lit. Inf. Juvenil,"Araujo, Leuza","Cabelereira de Berenice,  A ",São Paulo,Anzol,2018,Lit. Inf  Juvenil,Governo,1
13930,Contos,"Squarisi,  Dad, 1946",Grandes  Amores da Mitologia Grega,São Paulo,Elementar,2017,Conto,Governo,1
13933,Lit. Inf. Juvenil,"Bandeira, Pedro","Droga da Obediência, A",São Paulo,Moderna,2014,Lit. Inf  Juvenil,,1
13934,Lit. Inf. Juvenil,"Lewis, C. S.","Leão, a Feiticeira e o Guarda-roupa, O",São Paulo,Martins Fontes,2009,Lit. Inf  Juvenil,Governo,1
13935,Lit. Inf. Juvenil,"Lewis, C. S.","Leão, a Feiticeira e o Guarda-roupa, O",São Paulo,Martins Fontes,2009,Lit. Inf  Juvenil,Governo,1
13938,Contos,"Gomes, Helena","Jardim de Iácabus, O",São Paulo,Elementar,2014,Contos,Governo,1
13940,Lit. Inf. Juvenil,"Stevenson, Robert Louis","Ilha do Tesouro, A",São Paulo,do Brasil,2018,Lit. Inf  Juvenil,Governo,1
13940,Lit. Inf. Juvenil,"Stevenson, Robert Louis","Ilha do Tesouro, A",São Paulo,Ática,2001,Lit. Inf  Juvenil,Governo,1
13958,Ficção,"Rowling, J. K.",Harry Potter e a Camara Secreta 2,Rio de Janeiro,Rocco,2020,Lit. Inf  Juvenil,Doacao,1
13962,Lit. Inf. Juvenil,"Rowl.ing, J. R",R. P. e o enigma  do Príncipe,Rio de Janeiro,Rocco,2020,Lit. Inf  Juvenil,Governo,1
13966,Lit. Inf. Juvenil,"Torres, Dominique",Você é livre,Belo Horizonte,Gutemberg,2018,Viagens maritmas,Governo,1
13968,Lit. Inf. Juvenil,"Orthof, Sylvia","Livro que ninguém vai ler, O",Rio de Janeiro,Florescer,2018,Lit. Inf  Juvenil,Governo,1
13970,Lit. Inf. Juvenil,"Maldonado, Maria Tereza",Bulliyng - A face oculta,São Paulo,Todas as letras,2018,Lit. Inf  Juvenil,Governo,1
13972,Romance,"Sabino, Fernando","Menino no Espelho, O",Rio de Janeiro,Best Seller,2018,Romance,Governo,1
13973,Ficção,"Vasconcelhos, Cecília","Pernas da mentira, Nas ",São Paulo,,2018,Lit. Inf  Juvenil,Governo,1
13974,Contos,"Cascudo, Luiz da Câmara",Contos tradicionais do Brasil,Belo Horizonte,Boa viagem,2018,Contos Folclóricos,Governo,1
13975,Lit Inf. Juvenil,"Neiva, Lia","Gata do rio Nilo, A ",São Paulo,Globo Livros,2018,Lit. Inf  Juvenil,Governo,1
13976,Contos,"Braga,  Rubem",Crônicas para jovens,São Paulo,Nova Aguilar,2018,Crônicas,Governo,1
13980,Contos,"Hawthorne, Nathaniel",Mitos Gregos,Rio de Janeiro,Zahar,2016,Conto Americano,Governo,1
13981,Ficção,"Cuevas, Michelle",Confissões de um amigo imaginário,São Paulo,Paz e Terra,2018,Ficção Juvenil,Governo,1
13982,Contos,"Rios, Rosana",Heróis e suas Jornadas ,São  Paulo,Melhoramentos,2018,Contos,Governo,1
13983,Contos,"Obeid, César",Desafio de Cordel,Porto Alegre,Mediação,2018,Cordel,Governo,1
13984,Teatro,"Machado, Maria  Clara","Cavalinho azul e outras peças, O ",Rio de Janeiro,Edipass,2018,Teatro Brasileiro,Governo,1
13985,Contos,"Abad, Ernesto Rodriguez",Contos Africanos,São Paulo,Callis,2018,Contos,Governo,1
13986,Ficção,"Vassalho, Márcio",No fundo de doze histórias,São Paulo,Texto Editores,2020,Ficção,Governo,1
13987,Ficção,"Marinho, João Carlos","Gênio do Crime, O ",São Paulo,Gaia,2018,Lit. Inf  Juvenil,Governo,1
13988,Diversos,"Cunha, Marcelo Carneiro da",Filhos de peixe,Porto Alegre,Projeto,2018,Novela,Governo,1
13990,Lit Inf. Juvenil,"Auerbach, Patrícia",Histórias de Antigamente,Rio de Janeiro,Fontanar,2018,Lit. Inf  Juvenil,Governo,1
13991,Lit Inf. Juvenil,"Carneiro, Flávio",Prezado  Ronaldo,São Paulo,Moitará,2018,Lit. Inf  Juvenil,Governo,1
13992,Ficção ,"Blabey, Aaron","Caras Malvados, Os",Campinas,Saber e Ler,2016,Ficção,Governo,1
13994,Lit. Inf. Juvenil,"Araujo,  Leusa","Manuel, Felisberto e o peixe prateado de Borge            ",São Paulo,SEI,2018,Lit. Inf  Juvenil,Governo,1
13998,Ficção ,"Pessoa,  Augusto",Malasartes,Rio de Janeiro,Lendo e Aprendendo,2018,Ficção,Governo,1
14000,Lit Inf. Juvenil,"Brecht, Bertolt","Tubarões fossem homens, Se os ",Curitiba,Olho  de vidro,2018,Literatura Alemã,Governo,1
14003,Lit. Inf. Juvenil,"Oliveira, Alaíde Lisboa de ","Simbad, o Marujo",São Paulo,Peirópolis,2014,Lit. Inf  Juvenil,Governo,1
14004,Lit. Inf. Juvenil,"Ribeiro, Ana Elisa","E-mail de Caminha, O ",Belo Horizonte,RHJ,2018,Lit. Inf  Juvenil,Governo,1
14005,Lit. Inf. Juvenil,"Rey, Marcos","Rapto do Menino de Ouro, O",Curitiba,A página,2018,Lit. Inf  Juvenil,Governo,1
14006,Contos,"Tavares, Braulio",Sete monstros brasileiros,São Paulo,Casa dos Mundos,2018,Contos,Governo,1
14008,Ficção,"Tahan, Malba- ","Homem que Calculava, O ",Rio de Janeiro,José Olympio,2018,Ficção,Governo,1
14012,Lit. Inf  Juvenil,"Levi, Clovis",Aquilo que não se vê,Belo Horizonte,Abacatte,2018,Lit. Inf  Juvenil,Governo,1
14013,Lit. Inf  Juvenil,Queiróz Bartolomeu Campos    ,Elefante,São Paulo,Gaudi ,2018,Lit. Inf  Juvenil,Governo,1
14014,Contos,Chris Duffy,Contos de Fadas em Quadrinhos,Rio de Janeiro,Best Seller,2018,Contos de Fadas,Governo,1
14015,Lit. Inf. Juvenil,"Andrade, Tiago de Melo",3x Amazônia,São Paulo,Farol Literário,2018,Lit. Inf  Juvenil,Governo,1
14015,Lit. Inf  Juvenil,Cervantes de Miguel,Era uma vez Dom Quixote,São Paulo,Gaia,2018,Lit. Inf  Juvenil,Governo,1
14015,Romance,"Cervantes de, Miguel",Dom Quixote,São Paulo,Gaia,2018,Romance,Governo,1
14018,Lit. Inf. Juvenil,"Bandeira, Pedro","Karas - A droga  do amor, Os ",São Paulo,Moderna ,2014,Lit. Inf  Juvenil,Governo,1
14019,Lit. Inf  Juvenil,"David, Christian",Naquele ano,São Paulo,Paulinas,2017,Lit. Inf  Juvenil,Governo,1
14022,Lit. Inf. Juvenil,"Araujo, Leuza","Cabelereira de Berenice,  A ",São Paulo,Anzol,2018,Lit. Inf  Juvenil,Governo,1
14023,Lit. Inf  Juvenil,"Oliveira Filho, Milton Célio de","Caso dos cães irados, O ",São Paulo,O Globo,2018,Lit. Inf  Juvenil,Governo,1
14024,Lit. Inf  Juvenil,"Tutikian, Jane",Dani das nuvens,São Paulo,Pigmento,2018,Lit. Inf  Juvenil,Governo,1
14025,Ficção,"Appelfeld,  Aharon",Volto ao anoitecer,São Paulo,FTD,2018,Ficção,Governo,1
14026,Contos,"Gomes, Helena","Princesas, bruxas e uma sardinha na brasa",São Paulo,Gaivota,2018,Lit. Inf  Juvenil,Governo,1
14028,Conto,"Squarisi,  Dad ",Grandes  Amores da Mitologia Grega,São Paulo,Elementar,2017,Conto,Governo,1
14030,Ficção ,"Sombra, Fábio","Caravana do Oriente- Folia de reis, A ",Rio de Janeiro,Sociedade Lit.,2018,Lit. Inf  Juvenil,Governo,1
14032,Lit. Inf. Juvenil,"Costa, Wagner",Quando meu pai perdeu o emprego,São Paulo,Richmond,2018,Lit. Inf  Juvenil,Governo,1
14034,Lit. Inf. Juvenil,"Azevedo, Bel Assunção",Quem conta um conto aumenta um ponto,Belo Horizonte,Gutenberg,2018,Lit. Inf  Juvenil,Governo,1
14036,Contos,"Prieto, Heloisa","Guardião da Floresta, O ",São Paulo,Brink-Book,2018,Contos,Governo,1
14037,Lit. Inf. Juvenil,"Carvalho, Carlos Alberto de","Amores de Perseu, Os ",São Paulo,O universo livros,2018,Lit. Inf  Juvenil,Governo,1
14038,Lit. Inf. Juvenil,"Salerno, Sivana","Hiada e a Guerra de Troia, A",São Paulo,Farol Literário,2018,Lit. Inf  Juvenil,Governo,1
14039,Ficção,"Filho, Manuel","Coração da Amazônia, No",Rio de Janeiro,Panda Books,2017,Ficção,Governo,1
14042,Contos,"Moraes, de Vinicius","Mulher chamada guitarra, Uma ",São Paulo,Bonifácio,2018,Crônicas,Governo,1
14044,Lit Inf. Juvenil,"Jaf, Ivan","Grande Assembléia dos Bichos Pestilentos e Peçonhentos, A",São Paulo,Trioleca ,2018,Lit. Inf  Juvenil,Governo,1
14045,Ficção,"Cony, Carlos Heitor","Mistério da coroa imperial, O  ",Rio de Janeiro,Petra,2017,Ficção,Governo,1
14046,Ficção,"Wierzchowski, Letícia",Cristal Polonês,Rio de Janeiro,Bertrand Brasil,2018,Ficção,Governo,1
14047,Ficção,"Hodgson, Willian  Hope","Casa à beira do abismo, A ",Campinas,Papiros 7 Mares,2018,Ficção,Governo,1
14049,Lit. Inf. Juvenil,"Savary, Flávia","Jornada entre dois mundos, Uma",Curitiba,Champagnat,2018,Lit. Inf  Juvenil,Governo,1
14050,Poemas,"Coralina, Cora",Poemas dos Becos de Goias e historia mais,Salvador,LDM,2018,Poesia,Governo,1
14053,Diversos,"Martinez, Thays",Minha  vida  com Boris,Birigui,Terra do Saber,2018,Def. visual/Biog.,Governo,1
14054,Lit. Inf. Juvenil,"Brum, Eliane","Vida que ninguém vê, A",Porto Alegre,Arquipélago,2006,Biografia,Governo,1
14057,Lit. Inf. Juvenil,Lião Jimmy,"Noite muito, muito estrelada, Uma ",São Paulo,Rodopio,2018,Lit. Inf  Juvenil,Governo,1
14058,Lit. Inf. Juvenil,"Lanznaster, Roberto",Imaginarium - Monstros do Novo Mundo,Belo Horizonte,Governo,2018,Lit. Inf  Juvenil,Governo,1
14062,Lit. Inf. Juvenil,"Das, Amrita","Esperança é uma menina que vende frutas, A",Paranaguá,A Pagina Store,2018,Lit. Inf  Juvenil,Governo,1
14063,Diversos,"Neiva, Lia","Mulheres da casa de troia, As ",Rio de Janeiro,Edipass,2012,Mitologia,Governo,1
14065,Conto,"Ssó, Ernani, 1953","Escuro- Sete Histórias Teneb. De Bruxa, No",Porto Alegre,Edelbra,2018,Conto,Governo,1
14067,Lit. Inf. Juvenil,"Minas, Alan",Quando Ju escapou pra dentro,São Paulo,Berlendis & Vertecchia,2018,Lit. Inf  Juvenil,Governo,1
14069,Diversos,Ofoego Obioma,Wangari Maathai,São Paulo,Casa de Letras,2018,História,Governo,1
14070,Ficção,"Junqueyra, Beto","Código de Camões, O",São Paulo,Estrela Cultural,2018,Ficção,Governo,1
14071,Conto,"Bodenmuller, Celina","Flor de Lirolay, A ",São  Paulo,Panda Book,2015,Conto,Governo,1
14078,Conto,"Ventura, Suzana",Contos mouriscos,São Paulo,Callis,2015,Conto,Governo,1
14080,Lit. Inf. Juvenil,"Moraes  Odilon,",Rosa,Curitiba,Olho de vidro,2017,Lit. Inf  Juvenil,Governo,1
14081,Lit. Inf  Juvenil,"Vilela, Fernando",Seringal uma aventura amazônica,São Paulo,DMR,2018,Lit. Inf  Juvenil,Doacao,1
14082,Diversos,"Esteves, Daniel","Luta contra Canudos, A ",São Paulo,Nemo,2018,HQ,Governo,1
14083,Contos,"Andrade, Carlos Drummond  ","Poder ultrajovem, O ",São Paulo,Claroenigma,2018,Crônicas,Governo,1
14083,Contos,"Andrade, de Carlos Drumond ","Poder ultrajovem, O ",São Paulo,Claroenigma,2018,Crônicas,Governo,1
14085,Lit. Inf. Juvenil,"Puelles, Vicente Muñoz",2083,São Paulo,Biruta,2018,Lit. Inf. Juvenil,Governo,1
14086,Ficção,"Chapier, Cláudia",Olhando a vida de Pernas Pro Ar,,,,,,1
14087,Ficção,"Doyle, Arthur Conan, Sir,","Estudo em vermelho, Um  ",São Paulo,L&PM Pocket,1998,Ficção,Governo,1
14090,Ficção,"Marinho, João Carlos","Gênio do Crime, O ",São Paulo,Global,2009,Ficção,Governo,1
14098,Lit. Inf. Juvenil,"Chindler, Daniela","Espetinho de gafanhoto, nem pensar",Rio de Janeiro,Rocco,2011,Lit. Inf  Juvenil,Governo,1
14100,Diversos,"Schnaiderman, Boris",Caderno Italiano,São Paulo,Perspectiva,2015,Exercito- G.,Governo,1
14101,Lit. Inf. Juvenil,"D´ Adamo, Francesco","História  de Iqbal, A ",São Paulo,WMF,2016,Lit. Inf  Juvenil,Governo,1
14102,Lit Inf. Juvenil,"Campos, Vinicius","Amor  nos tempos do Blog, O ",São Paulo,Reviravolta,2018,Lit. Inf  Juvenil,Governo,1
14103,Romance,"Martins, Penélope ",Minha vida não é cor de rosa ,São Paulo,do Brasil,2018,ficção,Governo,1
14104,Ficção,"Cárdenas, Teresa",Cachorro Velho,Rio de Janeiro,Pallas mini,2018,Ficção,Governo,1
